Record,Time,Latitude,Longitude,Altitude,Speed,GForceX,GForceY,GForceZ,Lap,GyroX,GyroY,GyroZ
1777,2026-06-21T20:44:47.280Z,33.6516203,-117.3026035,388.8,88.37,-0.082,-0.456,1.011,1,-4.59,2.05,-9.57
1778,2026-06-21T20:44:47.320Z,33.6516234,-117.3026133,388.8,88.25,-0.104,-0.546,1.008,1,-4.86,1.74,-12.11
1779,2026-06-21T20:44:47.360Z,33.6516265,-117.3026232,388.8,88.08,-0.123,-0.631,1.000,1,-4.79,1.61,-14.53
1780,2026-06-21T20:44:47.400Z,33.6516297,-117.3026330,388.8,88.06,-0.137,-0.703,0.987,1,-4.42,1.67,-16.54
1781,2026-06-21T20:44:47.440Z,33.6516331,-117.3026428,388.9,88.09,-0.148,-0.763,0.972,1,-3.91,1.82,-18.19
1782,2026-06-21T20:44:47.480Z,33.6516366,-117.3026526,388.9,87.76,-0.154,-0.808,0.956,1,-3.37,1.96,-19.45
1783,2026-06-21T20:44:47.520Z,33.6516402,-117.3026621,388.9,87.43,-0.156,-0.832,0.943,1,-2.80,2.02,-20.24
1784,2026-06-21T20:44:47.560Z,33.6516438,-117.3026717,388.9,87.20,-0.159,-0.830,0.934,1,-2.01,1.94,-20.38
1785,2026-06-21T20:44:47.600Z,33.6516473,-117.3026813,388.9,87.20,-0.172,-0.799,0.929,1,-0.90,1.75,-19.61
1786,2026-06-21T20:44:47.640Z,33.6516512,-117.3026906,388.9,87.03,-0.198,-0.738,0.926,1,0.65,1.52,-17.71
1787,2026-06-21T20:44:47.680Z,33.6516549,-117.3027000,388.9,86.74,-0.251,-0.639,0.920,1,2.80,1.42,-14.27
1788,2026-06-21T20:44:47.720Z,33.6516587,-117.3027093,388.9,86.02,-0.322,-0.512,0.915,1,5.27,1.51,-9.75
1789,2026-06-21T20:44:47.760Z,33.6516625,-117.3027184,388.9,85.32,-0.403,-0.358,0.912,1,7.83,1.76,-4.47
1790,2026-06-21T20:44:47.800Z,33.6516662,-117.3027274,388.9,84.12,-0.483,-0.186,0.914,1,10.08,2.05,1.15
1791,2026-06-21T20:44:47.840Z,33.6516698,-117.3027364,388.9,83.44,-0.555,0.000,0.922,1,11.64,2.22,6.71
1792,2026-06-21T20:44:47.880Z,33.6516735,-117.3027452,388.9,82.53,-0.606,0.185,0.941,1,12.21,2.19,11.63
1793,2026-06-21T20:44:47.920Z,33.6516769,-117.3027540,388.9,81.51,-0.641,0.368,0.969,1,11.85,2.00,15.86
1794,2026-06-21T20:44:47.960Z,33.6516802,-117.3027627,388.9,80.51,-0.654,0.558,1.007,1,10.43,1.66,19.84
1795,2026-06-21T20:44:48.040Z,33.6516863,-117.3027802,388.9,78.79,-0.632,0.738,1.041,1,8.53,1.11,23.37
1796,2026-06-21T20:44:48.080Z,33.6516890,-117.3027890,388.9,78.29,-0.573,0.897,1.064,1,6.57,0.44,26.52
1797,2026-06-21T20:44:48.120Z,33.6516917,-117.3027978,388.9,77.92,-0.497,1.019,1.077,1,4.81,-0.16,29.09
1798,2026-06-21T20:44:48.160Z,33.6516940,-117.3028067,388.9,77.54,-0.400,1.110,1.076,1,3.17,-0.64,31.19
1799,2026-06-21T20:44:48.200Z,33.6516963,-117.3028156,388.9,77.45,-0.308,1.158,1.059,1,1.81,-0.93,32.46
1800,2026-06-21T20:44:48.240Z,33.6516984,-117.3028244,389.0,76.87,-0.238,1.176,1.033,1,0.48,-0.91,33.17
1801,2026-06-21T20:44:48.280Z,33.6517003,-117.3028333,389.0,76.49,-0.194,1.176,1.006,1,-0.82,-0.64,33.39
1802,2026-06-21T20:44:48.320Z,33.6517021,-117.3028422,389.0,76.23,-0.164,1.173,0.981,1,-1.88,-0.28,33.44
1803,2026-06-21T20:44:48.360Z,33.6517037,-117.3028511,389.0,75.80,-0.152,1.164,0.958,1,-2.48,0.09,33.39
1804,2026-06-21T20:44:48.400Z,33.6517052,-117.3028600,389.0,75.67,-0.143,1.156,0.942,1,-2.63,0.43,33.34
1805,2026-06-21T20:44:48.440Z,33.6517065,-117.3028689,389.0,75.47,-0.131,1.152,0.932,1,-2.33,0.70,33.27
1806,2026-06-21T20:44:48.480Z,33.6517077,-117.3028778,388.9,75.13,-0.118,1.151,0.930,1,-1.89,0.93,33.13
1807,2026-06-21T20:44:48.520Z,33.6517087,-117.3028868,388.9,75.06,-0.105,1.148,0.933,1,-1.52,1.10,32.88
1808,2026-06-21T20:44:48.560Z,33.6517095,-117.3028957,388.9,74.80,-0.089,1.146,0.940,1,-1.34,1.17,32.52
1809,2026-06-21T20:44:48.600Z,33.6517101,-117.3029046,388.9,74.63,-0.074,1.138,0.948,1,-1.49,1.11,31.89
1810,2026-06-21T20:44:48.640Z,33.6517106,-117.3029135,388.9,74.21,-0.058,1.121,0.957,1,-1.89,0.94,30.93
1811,2026-06-21T20:44:48.680Z,33.6517110,-117.3029222,388.9,73.63,-0.040,1.098,0.966,1,-2.35,0.69,29.56
1812,2026-06-21T20:44:48.720Z,33.6517112,-117.3029310,388.9,73.32,-0.018,1.068,0.975,1,-2.90,0.38,27.62
1813,2026-06-21T20:44:48.760Z,33.6517113,-117.3029397,388.9,73.24,0.007,1.027,0.987,1,-3.48,0.00,24.97
1814,2026-06-21T20:44:48.800Z,33.6517113,-117.3029485,388.9,73.48,0.036,0.975,1.000,1,-4.00,-0.45,21.56
1815,2026-06-21T20:44:48.840Z,33.6517112,-117.3029574,388.8,73.97,0.069,0.905,1.011,1,-4.61,-0.94,17.34
1816,2026-06-21T20:44:48.880Z,33.6517110,-117.3029664,388.8,74.57,0.102,0.794,1.020,1,-5.70,-1.40,12.11
1817,2026-06-21T20:44:48.920Z,33.6517108,-117.3029753,388.8,75.28,0.130,0.658,1.027,1,-7.20,-1.71,6.79
1818,2026-06-21T20:44:48.960Z,33.6517104,-117.3029844,388.8,75.42,0.146,0.426,1.029,1,-10.19,-1.76,0.72
1819,2026-06-21T20:44:49.040Z,33.6517100,-117.3030021,388.8,74.20,0.146,0.138,1.026,1,-13.44,-1.55,-5.23
1820,2026-06-21T20:44:49.080Z,33.6517099,-117.3030112,388.9,74.69,0.128,-0.174,1.020,1,-15.55,-1.12,-10.85
1821,2026-06-21T20:44:49.120Z,33.6517098,-117.3030202,388.9,75.10,0.095,-0.464,1.013,1,-15.91,-0.45,-15.59
1822,2026-06-21T20:44:49.160Z,33.6517100,-117.3030293,388.9,75.42,0.053,-0.725,1.002,1,-14.38,0.43,-19.81
1823,2026-06-21T20:44:49.200Z,33.6517104,-117.3030383,388.9,75.17,0.007,-0.898,0.989,1,-10.74,1.42,-22.93
1824,2026-06-21T20:44:49.240Z,33.6517108,-117.3030473,388.9,75.05,-0.036,-1.006,0.973,1,-6.44,2.40,-25.44
1825,2026-06-21T20:44:49.280Z,33.6517114,-117.3030562,388.9,74.74,-0.074,-1.068,0.954,1,-2.75,3.20,-27.49
1826,2026-06-21T20:44:49.320Z,33.6517121,-117.3030651,388.9,74.43,-0.108,-1.106,0.935,1,-0.26,3.66,-29.33
1827,2026-06-21T20:44:49.360Z,33.6517132,-117.3030739,388.9,74.51,-0.135,-1.129,0.918,1,0.74,3.74,-31.03
1828,2026-06-21T20:44:49.400Z,33.6517145,-117.3030829,388.9,74.47,-0.158,-1.149,0.905,1,0.66,3.56,-32.58
1829,2026-06-21T20:44:49.440Z,33.6517160,-117.3030916,388.9,74.24,-0.176,-1.167,0.895,1,0.00,3.29,-33.93
1830,2026-06-21T20:44:49.480Z,33.6517176,-117.3031004,388.9,74.34,-0.191,-1.184,0.892,1,-0.86,3.09,-35.00
1831,2026-06-21T20:44:49.520Z,33.6517193,-117.3031091,389.0,74.08,-0.202,-1.200,0.890,1,-1.51,3.04,-35.77
1832,2026-06-21T20:44:49.560Z,33.6517209,-117.3031177,389.0,74.10,-0.209,-1.212,0.890,1,-1.75,3.09,-36.27
1833,2026-06-21T20:44:49.600Z,33.6517227,-117.3031263,389.0,73.83,-0.214,-1.225,0.888,1,-1.54,3.14,-36.60
1834,2026-06-21T20:44:49.640Z,33.6517247,-117.3031347,389.0,73.43,-0.215,-1.232,0.886,1,-0.97,3.10,-36.78
1835,2026-06-21T20:44:49.680Z,33.6517268,-117.3031431,389.0,73.17,-0.214,-1.233,0.886,1,-0.21,2.98,-36.89
1836,2026-06-21T20:44:49.720Z,33.6517292,-117.3031513,389.0,73.16,-0.211,-1.234,0.888,1,0.44,2.76,-36.89
1837,2026-06-21T20:44:49.760Z,33.6517318,-117.3031595,389.0,72.92,-0.207,-1.233,0.891,1,0.95,2.51,-36.74
1838,2026-06-21T20:44:49.800Z,33.6517344,-117.3031675,389.0,72.23,-0.202,-1.227,0.892,1,1.27,2.31,-36.39
1839,2026-06-21T20:44:49.840Z,33.6517370,-117.3031754,389.0,71.38,-0.194,-1.219,0.893,1,1.37,2.21,-35.74
1840,2026-06-21T20:44:49.880Z,33.6517398,-117.3031832,389.1,70.95,-0.184,-1.206,0.890,1,1.46,2.26,-34.71
1841,2026-06-21T20:44:49.920Z,33.6517426,-117.3031909,389.1,70.27,-0.169,-1.181,0.885,1,1.68,2.44,-33.29
1842,2026-06-21T20:44:49.960Z,33.6517454,-117.3031985,389.1,70.15,-0.146,-1.136,0.885,1,2.11,2.54,-31.05
1843,2026-06-21T20:44:50.040Z,33.6517519,-117.3032137,389.1,71.51,-0.112,-1.060,0.895,1,2.85,2.14,-27.56
1844,2026-06-21T20:44:50.080Z,33.6517552,-117.3032212,389.1,71.21,-0.070,-0.956,0.911,1,3.80,1.12,-22.49
1845,2026-06-21T20:44:50.120Z,33.6517586,-117.3032287,389.1,71.23,-0.025,-0.827,0.932,1,4.83,-0.27,-15.82
1846,2026-06-21T20:44:50.160Z,33.6517621,-117.3032361,389.1,71.25,0.020,-0.660,0.960,1,6.19,-1.82,-7.45
1847,2026-06-21T20:44:50.200Z,33.6517657,-117.3032436,389.1,71.38,0.059,-0.452,0.984,1,8.18,-3.07,2.09
1848,2026-06-21T20:44:50.240Z,33.6517692,-117.3032510,389.1,71.18,0.087,-0.203,1.005,1,10.86,-3.62,11.86
1849,2026-06-21T20:44:50.280Z,33.6517725,-117.3032584,389.1,70.90,0.102,0.071,1.024,1,13.87,-3.41,20.78
1850,2026-06-21T20:44:50.320Z,33.6517756,-117.3032660,389.1,70.94,0.108,0.355,1.039,1,16.03,-2.61,27.91
1851,2026-06-21T20:44:50.360Z,33.6517786,-117.3032737,389.1,71.54,0.108,0.616,1.050,1,16.16,-1.50,32.73
1852,2026-06-21T20:44:50.400Z,33.6517815,-117.3032815,389.1,71.46,0.105,0.829,1.059,1,13.42,-0.38,35.16
1853,2026-06-21T20:44:50.440Z,33.6517842,-117.3032895,389.1,71.65,0.101,0.975,1.061,1,9.03,0.51,35.78
1854,2026-06-21T20:44:50.480Z,33.6517870,-117.3032974,389.1,71.62,0.101,1.054,1.053,1,3.83,1.04,35.08
1855,2026-06-21T20:44:50.520Z,33.6517897,-117.3033053,389.1,71.28,0.105,1.080,1.039,1,-0.55,1.23,33.81
1856,2026-06-21T20:44:50.560Z,33.6517921,-117.3033133,389.1,71.60,0.109,1.065,1.018,1,-3.14,1.20,31.95
1857,2026-06-21T20:44:50.600Z,33.6517943,-117.3033215,389.2,71.83,0.114,1.035,0.999,1,-3.62,1.01,29.88
1858,2026-06-21T20:44:50.640Z,33.6517965,-117.3033298,389.1,72.09,0.124,1.004,0.989,1,-3.03,0.70,27.65
1859,2026-06-21T20:44:50.680Z,33.6517985,-117.3033381,389.1,72.45,0.146,0.979,0.987,1,-1.94,0.26,25.57
1860,2026-06-21T20:44:50.720Z,33.6518005,-117.3033465,389.2,72.61,0.187,0.961,0.994,1,-1.16,-0.42,23.73
1861,2026-06-21T20:44:50.760Z,33.6518024,-117.3033549,389.2,72.71,0.248,0.949,1.009,1,-1.02,-1.32,22.44
1862,2026-06-21T20:44:50.800Z,33.6518041,-117.3033635,389.2,72.99,0.330,0.927,1.023,1,-1.49,-2.27,21.57
1863,2026-06-21T20:44:50.840Z,33.6518058,-117.3033721,389.2,73.69,0.413,0.900,1.033,1,-2.25,-3.01,20.99
1864,2026-06-21T20:44:50.880Z,33.6518072,-117.3033808,389.2,74.63,0.486,0.866,1.036,1,-3.06,-3.33,20.51
1865,2026-06-21T20:44:50.920Z,33.6518087,-117.3033898,389.2,75.32,0.541,0.828,1.031,1,-3.60,-3.18,20.03
1866,2026-06-21T20:44:50.960Z,33.6518100,-117.3033989,389.2,76.32,0.576,0.793,1.020,1,-3.55,-2.56,19.64
1867,2026-06-21T20:44:51.040Z,33.6518126,-117.3034172,389.2,77.96,0.588,0.772,1.005,1,-2.77,-1.79,19.68
1868,2026-06-21T20:44:51.080Z,33.6518137,-117.3034266,389.2,78.61,0.589,0.763,0.991,1,-1.71,-1.11,20.18
1869,2026-06-21T20:44:51.120Z,33.6518146,-117.3034361,389.2,79.30,0.587,0.764,0.983,1,-0.68,-0.59,21.05
1870,2026-06-21T20:44:51.160Z,33.6518157,-117.3034456,389.2,79.95,0.584,0.761,0.980,1,-0.01,-0.22,22.01
1871,2026-06-21T20:44:51.200Z,33.6518164,-117.3034553,389.2,81.10,0.581,0.748,0.983,1,-0.02,-0.06,22.54
1872,2026-06-21T20:44:51.240Z,33.6518172,-117.3034651,389.2,81.72,0.581,0.709,0.988,1,-0.92,0.00,21.93
1873,2026-06-21T20:44:51.280Z,33.6518177,-117.3034748,389.2,81.59,0.583,0.637,0.991,1,-2.46,0.05,19.78
1874,2026-06-21T20:44:51.320Z,33.6518181,-117.3034847,389.3,82.08,0.585,0.516,0.991,1,-4.60,0.12,15.46
1875,2026-06-21T20:44:51.360Z,33.6518186,-117.3034945,389.3,82.77,0.587,0.361,0.989,1,-6.94,0.25,9.66
1876,2026-06-21T20:44:51.400Z,33.6518193,-117.3035047,389.3,83.73,0.585,0.173,0.988,1,-9.33,0.45,3.03
1877,2026-06-21T20:44:51.440Z,33.6518200,-117.3035149,389.3,84.67,0.577,-0.035,0.991,1,-11.45,0.65,-3.56
1878,2026-06-21T20:44:51.480Z,33.6518207,-117.3035251,389.3,85.57,0.566,-0.244,0.994,1,-12.74,0.80,-9.37
1879,2026-06-21T20:44:51.520Z,33.6518215,-117.3035354,389.3,86.35,0.549,-0.433,1.002,1,-12.88,0.84,-13.65
1880,2026-06-21T20:44:51.560Z,33.6518224,-117.3035458,389.3,87.00,0.531,-0.597,1.011,1,-11.87,0.79,-16.56
1881,2026-06-21T20:44:51.600Z,33.6518235,-117.3035563,389.3,87.81,0.514,-0.724,1.015,1,-9.83,0.71,-18.32
1882,2026-06-21T20:44:51.640Z,33.6518248,-117.3035668,389.4,88.30,0.500,-0.815,1.011,1,-7.29,0.71,-19.23
1883,2026-06-21T20:44:51.680Z,33.6518263,-117.3035775,389.4,89.38,0.488,-0.875,1.001,1,-4.89,0.83,-19.58
1884,2026-06-21T20:44:51.720Z,33.6518278,-117.3035881,389.4,89.68,0.477,-0.908,0.984,1,-2.98,1.07,-19.63
1885,2026-06-21T20:44:51.760Z,33.6518295,-117.3035988,389.4,90.21,0.468,-0.925,0.965,1,-1.67,1.32,-19.56
1886,2026-06-21T20:44:51.800Z,33.6518312,-117.3036094,389.5,90.89,0.458,-0.934,0.948,1,-0.99,1.48,-19.47
1887,2026-06-21T20:44:51.840Z,33.6518332,-117.3036202,389.5,91.56,0.448,-0.938,0.936,1,-0.66,1.51,-19.41
1888,2026-06-21T20:44:51.880Z,33.6518352,-117.3036310,389.5,92.08,0.439,-0.939,0.929,1,-0.44,1.40,-19.35
1889,2026-06-21T20:44:51.920Z,33.6518374,-117.3036419,389.5,92.84,0.434,-0.940,0.927,1,-0.32,1.24,-19.18
1890,2026-06-21T20:44:51.960Z,33.6518397,-117.3036528,389.5,93.56,0.429,-0.933,0.931,1,-0.09,1.09,-18.72
1891,2026-06-21T20:44:52.040Z,33.6518447,-117.3036746,389.5,94.39,0.429,-0.917,0.934,1,0.35,0.99,-17.83
1892,2026-06-21T20:44:52.080Z,33.6518474,-117.3036855,389.5,94.81,0.429,-0.891,0.938,1,0.98,0.93,-16.63
1893,2026-06-21T20:44:52.120Z,33.6518502,-117.3036965,389.6,95.48,0.431,-0.856,0.940,1,1.70,0.93,-15.14
1894,2026-06-21T20:44:52.160Z,33.6518530,-117.3037076,389.6,96.15,0.433,-0.812,0.943,1,2.46,0.92,-13.49
1895,2026-06-21T20:44:52.200Z,33.6518559,-117.3037187,389.6,96.74,0.435,-0.764,0.943,1,3.12,0.87,-11.86
1896,2026-06-21T20:44:52.240Z,33.6518590,-117.3037298,389.6,97.29,0.438,-0.715,0.943,1,3.48,0.82,-10.43
1897,2026-06-21T20:44:52.280Z,33.6518621,-117.3037409,389.6,97.73,0.443,-0.665,0.944,1,3.48,0.77,-9.20
1898,2026-06-21T20:44:52.320Z,33.6518652,-117.3037521,389.6,98.40,0.448,-0.610,0.948,1,3.21,0.79,-8.18
1899,2026-06-21T20:44:52.360Z,33.6518685,-117.3037634,389.6,99.04,0.446,-0.554,0.949,1,2.89,0.89,-7.33
1900,2026-06-21T20:44:52.400Z,33.6518719,-117.3037747,389.7,99.77,0.429,-0.493,0.953,1,2.74,1.07,-6.51
1901,2026-06-21T20:44:52.440Z,33.6518753,-117.3037861,389.7,100.21,0.392,-0.427,0.959,1,2.93,1.24,-5.56
1902,2026-06-21T20:44:52.480Z,33.6518786,-117.3037975,389.7,100.73,0.334,-0.355,0.966,1,3.42,1.38,-4.37
1903,2026-06-21T20:44:52.520Z,33.6518821,-117.3038088,389.7,100.82,0.261,-0.281,0.979,1,3.95,1.52,-2.96
1904,2026-06-21T20:44:52.560Z,33.6518856,-117.3038201,389.7,100.76,0.185,-0.207,0.993,1,4.20,1.73,-1.43
1905,2026-06-21T20:44:52.600Z,33.6518889,-117.3038315,389.7,100.70,0.114,-0.137,1.008,0,3.87,2.06,0.00
1906,2026-06-21T20:44:52.640Z,33.6518924,-117.3038428,389.7,100.64,0.043,-0.073,1.018,0,2.90,2.52,1.19
1907,2026-06-21T20:44:52.680Z,33.6518956,-117.3038541,389.7,100.32,-0.034,-0.021,1.021,0,1.49,3.04,1.99
1908,2026-06-21T20:44:52.720Z,33.6518991,-117.3038654,389.7,100.17,-0.128,0.019,1.014,0,-0.01,3.51,2.37
1909,2026-06-21T20:44:52.760Z,33.6519023,-117.3038765,389.7,99.52,-0.251,0.047,1.001,0,-1.30,3.85,2.40
1910,2026-06-21T20:44:52.800Z,33.6519057,-117.3038876,389.8,98.67,-0.393,0.062,0.984,0,-2.12,4.09,2.20
1911,2026-06-21T20:44:52.840Z,33.6519089,-117.3038986,389.8,97.64,-0.540,0.068,0.966,0,-2.38,4.24,1.90
1912,2026-06-21T20:44:52.880Z,33.6519120,-117.3039094,389.8,96.54,-0.681,0.068,0.949,0,-2.23,4.37,1.58
1913,2026-06-21T20:44:52.920Z,33.6519151,-117.3039201,389.8,95.36,-0.809,0.063,0.936,0,-1.92,4.50,1.32
1914,2026-06-21T20:44:52.960Z,33.6519183,-117.3039306,389.8,93.97,-0.918,0.057,0.928,0,-1.61,4.53,1.10
1915,2026-06-21T20:44:53.040Z,33.6519243,-117.3039512,389.8,90.69,-0.996,0.048,0.933,0,-1.34,4.14,0.85
1916,2026-06-21T20:44:53.080Z,33.6519272,-117.3039612,389.8,89.15,-1.046,0.038,0.946,0,-1.16,3.35,0.63
1917,2026-06-21T20:44:53.120Z,33.6519301,-117.3039710,389.9,87.67,-1.079,0.028,0.966,0,-0.99,2.35,0.45
1918,2026-06-21T20:44:53.160Z,33.6519330,-117.3039807,389.9,86.60,-1.092,0.018,0.986,0,-0.82,1.20,0.24
1919,2026-06-21T20:44:53.200Z,33.6519357,-117.3039902,389.9,84.91,-1.090,0.008,1.002,0,-0.61,0.13,0.05
1920,2026-06-21T20:44:53.240Z,33.6519385,-117.3039997,389.9,83.87,-1.089,0.003,1.006,0,-0.53,-0.54,-0.15
1921,2026-06-21T20:44:53.280Z,33.6519412,-117.3040089,389.9,82.42,-1.087,0.000,0.999,0,-0.59,-0.76,-0.38
1922,2026-06-21T20:44:53.320Z,33.6519439,-117.3040180,389.9,81.01,-1.086,-0.002,0.988,0,-0.78,-0.69,-0.61
1923,2026-06-21T20:44:53.360Z,33.6519465,-117.3040269,390.0,79.56,-1.088,-0.005,0.978,0,-1.14,-0.41,-0.80
1924,2026-06-21T20:44:53.400Z,33.6519491,-117.3040356,390.0,77.96,-1.086,-0.010,0.968,0,-1.58,-0.12,-0.95
1925,2026-06-21T20:44:53.440Z,33.6519515,-117.3040441,390.0,76.29,-1.084,-0.018,0.966,0,-1.96,0.07,-1.01
1926,2026-06-21T20:44:53.480Z,33.6519540,-117.3040525,390.0,75.07,-1.079,-0.025,0.967,0,-2.15,0.10,-1.02
1927,2026-06-21T20:44:53.520Z,33.6519565,-117.3040607,390.0,73.50,-1.068,-0.032,0.967,0,-2.16,0.04,-0.98
1928,2026-06-21T20:44:53.560Z,33.6519588,-117.3040687,390.0,72.07,-1.058,-0.037,0.965,0,-1.90,0.00,-0.91
1929,2026-06-21T20:44:53.600Z,33.6519613,-117.3040766,390.0,70.84,-1.047,-0.038,0.960,0,-1.53,0.06,-0.82
1930,2026-06-21T20:44:53.640Z,33.6519636,-117.3040844,390.0,69.56,-1.037,-0.039,0.952,0,-1.21,0.21,-0.74
1931,2026-06-21T20:44:53.680Z,33.6519659,-117.3040920,390.0,68.25,-1.030,-0.040,0.944,0,-0.95,0.40,-0.70
1932,2026-06-21T20:44:53.720Z,33.6519681,-117.3040995,390.1,66.98,-1.025,-0.041,0.939,0,-0.76,0.54,-0.72
1933,2026-06-21T20:44:53.760Z,33.6519703,-117.3041067,390.1,65.43,-1.021,-0.041,0.938,0,-0.71,0.52,-0.81
1934,2026-06-21T20:44:53.800Z,33.6519725,-117.3041139,390.1,64.15,-1.016,-0.041,0.937,0,-0.72,0.43,-0.88
1935,2026-06-21T20:44:53.840Z,33.6519746,-117.3041208,390.1,62.64,-1.009,-0.040,0.941,0,-0.61,0.30,-0.90
1936,2026-06-21T20:44:53.880Z,33.6519767,-117.3041276,390.1,61.41,-1.002,-0.037,0.941,0,-0.46,0.19,-0.83
1937,2026-06-21T20:44:53.920Z,33.6519787,-117.3041343,390.1,60.15,-0.996,-0.035,0.943,0,-0.32,0.21,-0.68
1938,2026-06-21T20:44:53.960Z,33.6519807,-117.3041409,390.1,59.02,-0.989,-0.031,0.949,0,-0.33,0.29,-0.46
1939,2026-06-21T20:44:54.040Z,33.6519846,-117.3041536,390.1,56.16,-0.981,-0.029,0.957,0,-0.53,0.28,-0.29
1940,2026-06-21T20:44:54.080Z,33.6519864,-117.3041597,390.1,54.82,-0.972,-0.029,0.959,0,-0.74,0.15,-0.22
1941,2026-06-21T20:44:54.120Z,33.6519883,-117.3041656,390.1,53.69,-0.961,-0.031,0.962,0,-0.91,-0.01,-0.23
1942,2026-06-21T20:44:54.160Z,33.6519901,-117.3041714,390.1,52.30,-0.949,-0.033,0.965,0,-0.97,-0.19,-0.31
1943,2026-06-21T20:44:54.200Z,33.6519918,-117.3041771,390.2,51.18,-0.935,-0.034,0.968,0,-0.91,-0.31,-0.43
1944,2026-06-21T20:44:54.240Z,33.6519935,-117.3041826,390.2,50.23,-0.919,-0.033,0.974,0,-0.81,-0.37,-0.52
1945,2026-06-21T20:44:54.280Z,33.6519952,-117.3041881,390.2,49.08,-0.902,-0.033,0.980,0,-0.83,-0.41,-0.57
1946,2026-06-21T20:44:54.320Z,33.6519970,-117.3041934,390.2,47.91,-0.881,-0.033,0.984,0,-0.85,-0.52,-0.59
1947,2026-06-21T20:44:54.360Z,33.6519986,-117.3041985,390.2,46.53,-0.854,-0.035,0.983,0,-0.82,-0.69,-0.58
1948,2026-06-21T20:44:54.400Z,33.6520002,-117.3042035,390.2,45.44,-0.823,-0.038,0.977,0,-0.68,-0.84,-0.55
1949,2026-06-21T20:44:54.440Z,33.6520018,-117.3042085,390.2,44.66,-0.789,-0.038,0.970,0,-0.43,-0.87,-0.49
1950,2026-06-21T20:44:54.480Z,33.6520032,-117.3042133,390.2,43.92,-0.755,-0.036,0.966,0,-0.25,-0.68,-0.40
1951,2026-06-21T20:44:54.520Z,33.6520048,-117.3042181,390.2,42.93,-0.722,-0.031,0.965,0,-0.16,-0.33,-0.28
1952,2026-06-21T20:44:54.560Z,33.6520062,-117.3042227,390.2,41.88,-0.694,-0.025,0.964,0,-0.12,0.09,-0.14
1953,2026-06-21T20:44:54.600Z,33.6520077,-117.3042272,390.2,41.10,-0.671,-0.021,0.961,0,-0.11,0.51,-0.01
1954,2026-06-21T20:44:54.640Z,33.6520091,-117.3042317,390.2,40.31,-0.653,-0.020,0.959,0,-0.01,0.81,0.11
1955,2026-06-21T20:44:54.680Z,33.6520105,-117.3042360,390.2,39.50,-0.638,-0.020,0.956,0,0.23,0.94,0.21
1956,2026-06-21T20:44:54.720Z,33.6520119,-117.3042403,390.2,38.96,-0.625,-0.019,0.954,0,0.43,0.88,0.28
1957,2026-06-21T20:44:54.760Z,33.6520131,-117.3042445,390.2,37.73,-0.612,-0.019,0.956,0,0.58,0.73,0.31
1958,2026-06-21T20:44:54.800Z,33.6520144,-117.3042486,390.2,37.03,-0.599,-0.018,0.962,0,0.68,0.54,0.31
1959,2026-06-21T20:44:54.840Z,33.6520157,-117.3042526,390.2,36.32,-0.585,-0.019,0.966,0,0.69,0.38,0.29
1960,2026-06-21T20:44:54.880Z,33.6520169,-117.3042566,390.2,35.78,-0.571,-0.019,0.968,0,0.66,0.27,0.25
1961,2026-06-21T20:44:54.920Z,33.6520181,-117.3042605,390.2,35.03,-0.554,-0.021,0.968,0,0.68,0.21,0.22
1962,2026-06-21T20:44:54.960Z,33.6520193,-117.3042643,390.2,34.35,-0.532,-0.021,0.967,0,0.76,0.18,0.20
1963,2026-06-21T20:44:55.040Z,33.6520216,-117.3042718,390.2,33.26,-0.507,-0.021,0.972,0,0.84,0.22,0.22
1964,2026-06-21T20:44:55.080Z,33.6520228,-117.3042754,390.2,32.74,-0.482,-0.019,0.979,0,0.92,0.24,0.25
1965,2026-06-21T20:44:55.120Z,33.6520238,-117.3042789,390.2,31.94,-0.459,-0.016,0.986,0,0.88,0.24,0.28
1966,2026-06-21T20:44:55.160Z,33.6520250,-117.3042824,390.2,31.23,-0.441,-0.012,0.993,0,0.72,0.21,0.28
1967,2026-06-21T20:44:55.200Z,33.6520260,-117.3042858,390.2,30.82,-0.427,-0.010,0.995,0,0.50,0.15,0.25
1968,2026-06-21T20:44:55.240Z,33.6520271,-117.3042892,390.2,30.45,-0.417,-0.009,0.989,0,0.22,0.06,0.20
1969,2026-06-21T20:44:55.280Z,33.6520280,-117.3042925,390.2,29.69,-0.409,-0.010,0.980,0,0.00,-0.01,0.15
1970,2026-06-21T20:44:55.320Z,33.6520291,-117.3042957,390.2,29.24,-0.401,-0.011,0.973,0,-0.10,-0.06,0.13
1971,2026-06-21T20:44:55.360Z,33.6520301,-117.3042989,390.2,28.91,-0.395,-0.014,0.970,0,-0.11,-0.08,0.14
1972,2026-06-21T20:44:55.400Z,33.6520311,-117.3043021,390.2,28.41,-0.389,-0.016,0.973,0,-0.05,-0.06,0.16
1973,2026-06-21T20:44:55.440Z,33.6520320,-117.3043052,390.2,27.94,-0.384,-0.015,0.981,0,0.00,-0.02,0.16
1974,2026-06-21T20:44:55.480Z,33.6520330,-117.3043082,390.2,27.59,-0.380,-0.013,0.990,0,-0.08,0.02,0.15
1975,2026-06-21T20:44:55.520Z,33.6520339,-117.3043112,390.2,26.88,-0.377,-0.010,0.999,0,-0.28,0.09,0.12
